emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees,delinquency_category,loan_size,dti_category,credit_utilization_percent,credit_utilization_category,loan_quality,is_bad_loan,income_group,credit_history_years,term_category
correctional_officer,10,WA,rent,55000.0,not verified,25.27,110000.0,Not Verified,16.92,1,1996,3,13,8,69465,54307,0,1,0,0,3,2,10.0,8,0,0,1,4500,9,5,2,0,80.0,0,1,car,joint,6000,36,23.87,234.99,E,E2,2018-03-01,current,fractional,Cash,5646.12,661.22,353.88,307.34,0.0,Never Late,Medium Loan,Moderate Risk,78.17893903404592,High,Good Loan,0,Middle Income,30,Short Term
business_analysis,1,NC,own,165000.0,not verified,31.09,0.0,not_applicable,0.0,0,1992,2,34,16,667279,201020,0,0,0,0,6,7,9.0,16,0,0,6,57600,10,8,7,2,100.0,0,0,debt_consolidation,individual,14000,60,9.92,296.91,B,B2,2018-03-01,current,whole,Cash,13453.47,875.3,546.53,328.77,0.0,Never Late,Medium Loan,Moderate Risk,30.125329884501085,Medium,Good Loan,0,High Income,34,Long Term
interior_designer_sales,3,NY,rent,68000.0,source verified,11.44,0.0,not_applicable,0.0,0,1995,1,17,12,77657,77537,0,0,0,0,7,7,11.0,12,0,0,4,7300,8,5,5,0,91.7,0,0,credit_card,individual,4800,36,20.39,179.35,D,D4,2018-03-01,current,fractional,Cash,4501.62,527.18,298.38,228.8,0.0,Late (37-60 Months),Small Loan,Low Risk,99.84547432942298,High,Good Loan,0,Middle Income,31,Short Term
pharmacy_technician,9,CA,rent,46500.0,not verified,18.27,0.0,not_applicable,0.0,0,1998,1,22,3,54869,8049,0,1,0,0,1,1,11.0,2,0,0,2,11600,11,2,2,0,100.0,0,1,debt_consolidation,individual,12000,36,9.43,384.01,B,B1,2018-03-01,current,whole,Cash,11124.02,1145.74,875.98,269.76,0.0,Never Late,Medium Loan,Low Risk,14.669485501831636,Low,Good Loan,0,Low Income,28,Short Term
corporate_recruiter,4,FL,mortgage,85000.0,not verified,27.08,0.0,not_applicable,0.0,0,2001,0,13,10,435719,56020,0,0,0,0,3,0,13.0,10,0,0,4,90000,8,6,5,2,100.0,0,0,debt_consolidation,individual,20000,60,7.35,399.34,A,A4,2018-02-01,current,whole,Cash,18882.42,1576.94,1117.58,459.36,0.0,Never Late,Large Loan,Moderate Risk,12.856910072776262,Low,Good Loan,0,Middle Income,25,Long Term
not_provided,10,AZ,own,20000.0,verified,27.01,75000.0,Verified,20.32,1,1988,0,24,8,56168,2434,0,0,0,0,1,1,6.0,8,0,0,4,37500,19,7,4,0,95.8,0,0,debt_consolidation,joint,38000,60,11.98,844.91,B,B5,2018-03-01,current,whole,Cash,36589.38,2509.44,1410.62,1098.82,0.0,Never Late,Very Large Loan,Moderate Risk,4.333428286568865,Low,Good Loan,0,Low Income,38,Long Term
administrator,10,NJ,mortgage,125000.0,source verified,19.25,0.0,not_applicable,0.0,0,1998,6,26,14,387711,55323,0,0,0,0,3,8,6.0,14,0,0,6,29200,14,10,7,2,92.3,0,0,debt_consolidation,individual,12000,36,9.93,386.82,B,B2,2018-01-01,current,fractional,Cash,10538.41,1927.48,1461.59,465.89,0.0,Late (60+ Months),Medium Loan,Low Risk,14.269133452494254,Low,Good Loan,0,High Income,28,Short Term
legal_assistant,10,FL,mortgage,83000.0,source verified,11.65,0.0,not_applicable,0.0,0,2004,6,19,15,53738,25672,0,1,0,0,3,7,1.0,15,0,0,2,12600,15,12,5,0,100.0,0,1,debt_consolidation,individual,20000,60,13.59,461.13,C,C2,2018-02-01,current,whole,Cash,19045.42,1814.32,954.58,859.74,0.0,Never Late,Large Loan,Low Risk,47.77252595928393,Medium,Good Loan,0,Middle Income,22,Long Term
machine_operator,0,UT,rent,22560.0,verified,7.93,0.0,not_applicable,0.0,0,2004,2,12,4,12300,5683,0,0,0,0,1,3,0.0,4,0,0,1,6000,8,3,2,2,83.3,0,0,other,individual,5000,36,21.45,189.54,D,D5,2018-03-01,late (31-120 days),whole,Cash,4899.84,177.62,100.16,77.46,0.0,Late (13-36 Months),Medium Loan,Low Risk,46.203252032520325,Medium,Good Loan,0,Low Income,22,Short Term
material_handler,10,TX,own,89000.0,not verified,17.89,0.0,not_applicable,0.0,0,1996,1,35,23,295802,49306,0,1,0,0,2,8,8.0,23,0,0,6,41300,27,20,10,1,97.0,0,1,credit_card,individual,15000,36,10.91,490.45,B,B4,2018-02-01,current,whole,DirectPay,13564.26,1992.66,1435.74,556.92,0.0,Late (37-60 Months),Large Loan,Low Risk,16.668582362526287,Low,Good Loan,0,Middle Income,30,Short Term
bus_driver,7,NY,rent,60000.0,source verified,11.48,0.0,not_applicable,0.0,0,1999,1,10,8,48300,28151,0,0,0,0,1,3,10.0,8,0,0,4,22400,7,7,5,0,100.0,0,0,debt_consolidation,individual,10000,36,14.07,342.12,C,C3,2018-03-01,current,whole,Cash,9547.62,668.61,452.38,216.23,0.0,Never Late,Medium Loan,Low Risk,58.28364389233954,Medium,Good Loan,0,Middle Income,27,Short Term
child_welfare_worker_iii,10,CA,rent,102000.0,not verified,8.85,0.0,not_applicable,0.0,2,2001,3,25,13,59348,14187,0,0,0,0,2,3,8.0,13,0,0,3,23000,16,11,5,0,95.7,0,0,credit_card,individual,16000,36,9.43,512.01,B,B1,2018-03-01,current,whole,Cash,15224.4,1061.75,775.6,286.15,0.0,Never Late,Large Loan,Low Risk,23.904765114241425,Low,Good Loan,0,High Income,25,Short Term
supervisor,8,FL,mortgage,33000.0,verified,17.2,88000.0,Verified,18.74,2,1992,0,12,7,174900,21684,0,0,0,0,0,1,6.0,7,0,0,2,22400,8,5,4,3,75.0,0,0,debt_consolidation,joint,32000,60,14.08,745.92,C,C3,2018-02-01,current,whole,Cash,30491.89,3119.19,1508.11,1611.08,0.0,Never Late,Very Large Loan,Low Risk,12.39794168096055,Low,Good Loan,0,Low Income,34,Long Term
shift_manager,10,CT,mortgage,80000.0,verified,5.52,0.0,not_applicable,0.0,0,2007,0,6,6,22425,8390,0,0,0,0,1,1,14.0,6,0,0,4,5200,4,4,4,1,100.0,0,0,home_improvement,individual,30000,36,12.62,1005.34,C,C1,2018-01-01,current,fractional,Cash,26477.48,5121.35,3522.52,1598.83,0.0,Never Late,Very Large Loan,Low Risk,37.41360089186176,Medium,Good Loan,0,Middle Income,19,Short Term
physical_therapist,5,MI,mortgage,60000.0,source verified,18.04,166000.0,Not Verified,10.7,2,1986,0,57,25,319089,64907,0,0,0,0,2,9,16.0,25,0,0,3,79900,39,22,3,4,94.7,0,0,credit_card,joint,28000,60,9.44,587.24,B,B1,2018-02-01,current,whole,Cash,26514.69,2319.59,1485.31,834.28,0.0,Never Late,Large Loan,Low Risk,20.34134677159037,Low,Good Loan,0,Middle Income,40,Long Term
certified_nursing_assistant,10,WV,own,57000.0,verified,35.5,0.0,not_applicable,0.0,3,1999,2,42,22,71500,32316,0,0,0,8654,3,10,4.0,22,0,0,7,22200,32,19,10,0,92.9,0,0,credit_card,individual,11600,36,23.88,454.38,E,E2,2018-02-01,current,fractional,Cash,10678.79,1786.74,921.21,865.53,0.0,Late (13-36 Months),Medium Loan,High Risk,45.1972027972028,Medium,Good Loan,0,Middle Income,27,Short Term
nurse_practitioner,3,TX,rent,94000.0,source verified,11.13,0.0,not_applicable,0.0,0,2002,2,41,11,242237,217793,0,0,0,0,6,1,1.0,11,0,0,2,20900,7,5,2,3,92.3,0,0,small_business,individual,20000,60,14.08,466.2,C,C3,2018-01-01,current,whole,Cash,19057.44,1849.16,942.56,906.6,0.0,Late (37-60 Months),Large Loan,Low Risk,89.90905600713351,High,Good Loan,0,Middle Income,24,Long Term
driver,9,NJ,mortgage,68000.0,verified,14.31,0.0,not_applicable,0.0,2,2004,0,10,6,30796,20073,0,1,0,0,3,3,15.0,6,0,0,2,4200,3,3,3,1,80.0,0,1,debt_consolidation,individual,9000,36,14.08,307.95,C,C3,2018-01-01,current,fractional,Cash,7964.23,1525.67,1035.77,489.9,0.0,Never Late,Medium Loan,Low Risk,65.18054292765294,Medium,Good Loan,0,Middle Income,22,Short Term
fueler,3,CA,rent,55000.0,not verified,17.59,0.0,not_applicable,0.0,0,2012,0,15,9,42675,15321,0,0,0,0,1,3,6.0,9,0,0,4,18000,13,8,6,0,100.0,0,0,credit_card,individual,15000,36,7.35,465.57,A,A4,2018-01-01,current,whole,Cash,13108.5,2321.73,1891.5,430.23,0.0,Never Late,Large Loan,Low Risk,35.90158172231986,Medium,Good Loan,0,Middle Income,14,Short Term
city_superintendent,10,KS,mortgage,98460.0,source verified,14.72,0.0,not_applicable,0.0,0,2007,2,35,20,95228,44756,0,0,0,0,2,10,8.0,20,0,0,9,25800,19,18,11,0,100.0,0,0,debt_consolidation,individual,20000,36,6.07,609.08,A,A2,2018-03-01,current,whole,Cash,18981.6,1224.91,1018.4,206.51,0.0,Never Late,Large Loan,Low Risk,46.99878187087832,Medium,Good Loan,0,Middle Income,19,Short Term
president_owner,10,OH,mortgage,122000.0,verified,15.32,0.0,not_applicable,0.0,0,1999,0,12,5,113837,45337,0,0,0,0,2,2,15.0,5,0,0,1,15800,6,3,1,0,100.0,0,0,debt_consolidation,individual,40000,60,9.44,838.91,B,B1,2018-01-01,current,whole,Cash,37337.22,4173.57,2662.78,1510.79,0.0,Never Late,Very Large Loan,Low Risk,39.826242785737506,Medium,Good Loan,0,High Income,27,Long Term
not_provided,0,VA,mortgage,70000.0,verified,21.26,0.0,not_applicable,0.0,1,1996,2,27,14,402815,31008,1,0,0,230,4,6,2.0,13,0,0,8,22100,11,7,7,3,96.0,0,0,home_improvement,individual,12000,36,17.47,430.65,D,D1,2018-03-01,current,whole,Cash,11220.92,1280.3,779.08,501.22,0.0,Late (13-36 Months),Medium Loan,Moderate Risk,7.697826545684744,Low,Good Loan,0,Middle Income,30,Short Term
operations_supervisor,4,CA,rent,110500.0,not verified,21.99,0.0,not_applicable,0.0,0,2005,0,19,13,107340,65368,0,0,0,226,3,6,23.0,13,0,0,8,42500,13,10,9,0,100.0,0,0,debt_consolidation,individual,40000,60,12.62,902.37,C,C1,2018-02-01,current,whole,Cash,38042.57,3662.86,1957.43,1705.43,0.0,Never Late,Very Large Loan,Moderate Risk,60.89808086454257,Medium,Good Loan,0,High Income,21,Long Term
paramedic,6,NY,mortgage,75000.0,not verified,19.34,0.0,not_applicable,0.0,0,2004,2,31,26,397022,30974,0,0,0,0,1,7,2.0,26,0,0,11,36600,29,24,21,1,100.0,0,0,other,individual,2100,36,10.42,68.18,B,B3,2018-01-01,current,fractional,Cash,1845.9,339.68,254.1,85.58,0.0,Never Late,Small Loan,Low Risk,7.801582783825581,Low,Good Loan,0,Middle Income,22,Short Term
principle_software_engineer,1,MA,rent,150000.0,source verified,9.32,0.0,not_applicable,0.0,0,2008,1,28,17,106911,41827,0,0,0,0,2,4,10.0,17,0,0,9,71400,22,15,10,0,96.4,0,0,debt_consolidation,individual,20000,36,9.44,640.1,B,B1,2018-02-01,current,whole,Cash,18046.03,2549.91,1953.97,595.94,0.0,Late (60+ Months),Large Loan,Low Risk,39.12319592932439,Medium,Good Loan,0,High Income,18,Short Term
owner,5,CA,rent,40000.0,source verified,40.38,160000.0,Source Verified,12.39,0,2005,0,22,10,85581,35430,0,0,0,0,3,0,6.0,10,0,0,2,13600,8,7,4,0,100.0,0,0,medical,joint,8000,36,6.07,243.63,A,A2,2018-03-01,current,whole,Cash,7387.42,725.49,612.58,112.91,0.0,Never Late,Medium Loan,High Risk,41.39937602972623,Medium,Good Loan,0,Low Income,21,Short Term
mlo,10,WI,rent,125000.0,not verified,21.99,0.0,not_applicable,0.0,0,2004,0,25,22,190647,117691,0,0,0,0,3,2,13.0,22,0,0,12,94600,21,18,14,0,100.0,0,0,debt_consolidation,individual,35000,60,14.08,815.85,C,C3,2018-02-01,current,whole,Cash,33350.52,3236.02,1649.48,1586.54,0.0,Never Late,Very Large Loan,Moderate Risk,61.73241645554349,Medium,Good Loan,0,High Income,22,Long Term
family_support_worker,5,NE,mortgage,40000.0,verified,30.09,0.0,not_applicable,0.0,0,2000,1,26,11,114438,19895,0,0,0,273,2,2,0.0,11,0,0,7,13200,13,8,7,1,69.2,0,0,debt_consolidation,individual,10000,36,10.91,326.97,B,B4,2018-02-01,current,whole,Cash,9042.83,1301.82,957.17,344.65,0.0,Late (37-60 Months),Medium Loan,Moderate Risk,17.384959541411067,Low,Good Loan,0,Low Income,26,Short Term
not_provided,0,MO,rent,36000.0,not verified,19.57,0.0,not_applicable,0.0,0,2002,0,6,4,33100,14007,0,0,0,0,1,0,6.0,4,0,0,2,12000,4,3,3,0,100.0,0,0,debt_consolidation,individual,16000,60,10.42,343.27,B,B3,2018-01-01,current,whole,Cash,14960.42,1707.09,1039.58,667.51,0.0,Never Late,Large Loan,Low Risk,42.31722054380664,Medium,Good Loan,0,Low Income,24,Long Term
speech_language_pathologist,10,GA,mortgage,60000.0,not verified,10.4,0.0,not_applicable,0.0,0,2004,0,10,5,13245,9552,0,0,0,0,1,2,21.0,5,0,0,3,7800,7,4,4,1,100.0,0,0,debt_consolidation,individual,8000,36,14.07,273.7,C,C3,2018-03-01,current,fractional,Cash,7453.95,814.85,546.05,268.8,0.0,Late (37-60 Months),Medium Loan,Low Risk,72.11778029445074,High,Good Loan,0,Middle Income,22,Short Term
licensed_barber,10,IL,mortgage,92000.0,verified,16.15,0.0,not_applicable,0.0,0,2006,0,49,22,193400,40944,0,0,0,0,0,7,18.0,22,0,0,12,44800,30,21,19,4,100.0,0,0,debt_consolidation,individual,35000,36,6.72,1076.23,A,A3,2018-01-01,current,whole,DirectPay,30549.28,5355.02,4450.72,904.3,0.0,Never Late,Very Large Loan,Low Risk,21.17063081695967,Low,Good Loan,0,Middle Income,20,Short Term
owner,3,VA,mortgage,67600.0,not verified,17.04,153100.0,Not Verified,8.47,2,1990,0,16,5,48993,39908,0,0,0,0,1,1,18.0,5,0,0,3,9600,12,3,3,0,68.8,0,0,home_improvement,joint,35000,60,12.62,789.57,C,C1,2018-02-01,current,whole,Cash,33287.27,3133.74,1712.73,1421.01,0.0,Late (37-60 Months),Very Large Loan,Low Risk,81.45653460698468,High,Good Loan,0,Middle Income,36,Long Term
network_support_specialist,2,SC,mortgage,62000.0,not verified,18.56,0.0,not_applicable,0.0,0,2009,1,15,13,232047,17000,0,0,0,462,2,3,12.0,13,0,0,2,36900,10,10,2,1,93.3,0,0,debt_consolidation,individual,25000,36,6.72,768.74,A,A3,2018-02-01,current,whole,Cash,22463.84,3065.63,2536.16,529.47,0.0,Never Late,Large Loan,Low Risk,7.326102039672998,Low,Good Loan,0,Middle Income,17,Short Term
cash_applications_supervisor,1,TN,mortgage,55000.0,not verified,19.05,0.0,not_applicable,0.0,0,2007,1,20,10,146926,35053,0,0,0,0,2,7,2.0,10,0,0,4,15700,12,7,5,2,100.0,0,0,credit_card,individual,9000,36,6.08,274.13,A,A2,2018-02-01,current,whole,DirectPay,8078.91,1090.44,921.09,169.35,0.0,Late (60+ Months),Medium Loan,Low Risk,23.85758817363843,Low,Good Loan,0,Middle Income,19,Short Term
engineer,3,FL,mortgage,115000.0,verified,28.56,0.0,not_applicable,0.0,0,2006,4,48,18,200790,155197,0,0,0,0,11,4,4.0,18,0,0,4,19700,13,7,6,3,97.9,0,0,debt_consolidation,individual,12800,36,19.03,469.4,D,D3,2018-01-01,current,fractional,Cash,11425.01,2319.94,1374.99,944.95,0.0,Never Late,Medium Loan,Moderate Risk,77.29319189202648,High,Good Loan,0,High Income,20,Short Term
teacher,0,CA,rent,85000.0,not verified,31.05,0.0,not_applicable,0.0,0,1986,6,80,32,805515,873713,0,0,0,0,13,6,4.0,32,0,0,4,15000,22,19,11,0,98.8,0,0,debt_consolidation,individual,20000,36,16.02,703.34,C,C5,2018-02-01,current,whole,Cash,18219.37,2670.92,1780.63,890.29,0.0,Never Late,Large Loan,Moderate Risk,108.46638485937568,High,Good Loan,0,Middle Income,40,Short Term
qa_analyst,6,MS,rent,51000.0,verified,13.79,0.0,not_applicable,0.0,1,2011,0,8,4,23500,13115,0,0,0,0,1,2,14.0,4,0,0,2,4000,6,3,3,0,87.5,0,0,debt_consolidation,individual,17000,36,20.0,631.79,D,D4,2018-01-01,current,fractional,Cash,15570.94,2508.27,1429.06,1079.21,0.0,Never Late,Large Loan,Low Risk,55.80851063829787,Medium,Good Loan,0,Middle Income,15,Short Term
linemen,4,FL,rent,135000.0,source verified,21.82,0.0,not_applicable,0.0,0,2006,11,20,10,131176,115380,0,0,0,399,5,9,1.0,10,0,0,3,9900,10,5,3,0,85.0,0,0,debt_consolidation,individual,12800,36,21.85,487.85,D,D5,2018-03-01,current,whole,Cash,12021.65,1448.01,778.35,669.66,0.0,Late (37-60 Months),Medium Loan,Moderate Risk,87.95816307861195,High,Good Loan,0,High Income,20,Short Term
electrical_engineer,10,CT,rent,80000.0,source verified,0.38,0.0,not_applicable,0.0,0,1995,0,9,5,27200,1416,0,2,0,0,0,0,6.0,5,0,0,1,21000,6,4,1,0,100.0,2,0,car,individual,9600,36,6.08,292.4,A,A2,2018-02-01,current,whole,Cash,8320.66,1458.76,1279.34,179.42,0.0,Never Late,Medium Loan,Low Risk,5.205882352941176,Low,Good Loan,0,Middle Income,31,Short Term
specialist_hope_operations,2,CA,mortgage,120000.0,source verified,4.9,0.0,not_applicable,0.0,0,2007,0,9,4,36459,42638,0,0,0,0,2,1,6.0,4,0,0,1,7000,4,2,1,0,66.7,0,0,credit_card,individual,20000,36,9.93,644.69,B,B2,2018-01-01,current,whole,Cash,17564.07,3201.38,2435.93,765.45,0.0,Late (37-60 Months),Large Loan,Low Risk,116.94780438300556,High,Good Loan,0,High Income,19,Short Term
owner,2,NY,mortgage,150000.0,source verified,2.0,0.0,not_applicable,0.0,1,1995,0,10,5,408100,8758,0,0,0,0,0,0,6.0,5,0,0,4,20100,5,4,4,2,70.0,0,0,debt_consolidation,individual,25000,36,7.96,782.95,A,A5,2018-03-01,current,whole,Cash,23136.34,2337.79,1863.66,474.13,0.0,Late (60+ Months),Large Loan,Low Risk,2.1460426366086742,Low,Good Loan,0,High Income,31,Short Term
truck_driver,4,OH,rent,72000.0,source verified,27.05,0.0,not_applicable,0.0,1,2007,3,33,8,78948,43448,0,0,0,170,2,4,3.0,8,0,0,3,19300,22,5,4,3,96.9,0,0,credit_card,individual,12000,36,9.93,386.82,B,B2,2018-01-01,current,fractional,Cash,10835.57,1540.66,1164.43,376.23,0.0,Late (13-36 Months),Medium Loan,Moderate Risk,55.033693063788824,Medium,Good Loan,0,Middle Income,19,Short Term
traffic_manager,10,NY,rent,105000.0,source verified,1.85,0.0,not_applicable,0.0,0,1991,1,7,5,32700,2679,0,0,0,0,0,2,7.0,5,0,0,1,8000,6,5,4,0,100.0,0,0,debt_consolidation,individual,15000,36,7.34,465.5,A,A4,2018-03-01,current,whole,Cash,13871.88,1384.27,1128.12,256.15,0.0,Never Late,Large Loan,Low Risk,8.192660550458715,Low,Good Loan,0,High Income,35,Short Term
social_worker,1,WA,rent,60000.0,source verified,40.1,160000.0,Source Verified,15.24,0,1995,5,23,12,143439,95771,0,0,0,0,4,3,3.0,12,0,0,5,45100,16,8,5,2,95.7,0,0,other,joint,5000,36,5.31,150.56,A,A1,2018-03-01,current,fractional,Cash,4742.56,298.17,257.44,40.73,0.0,Late (37-60 Months),Medium Loan,High Risk,66.76775493415319,Medium,Good Loan,0,Middle Income,31,Short Term
recruiter,7,WA,rent,95000.0,not verified,10.61,0.0,not_applicable,0.0,0,1994,2,13,7,20100,11286,0,0,0,932,1,3,0.0,7,0,0,3,10200,8,6,4,0,92.3,0,0,debt_consolidation,individual,18000,36,16.01,632.92,C,C5,2018-02-01,current,whole,Cash,16805.9,1882.75,1194.1,688.65,0.0,Late (13-36 Months),Large Loan,Low Risk,56.149253731343286,Medium,Good Loan,0,Middle Income,32,Short Term
maintenance,4,IL,rent,42000.0,verified,11.43,0.0,not_applicable,0.0,0,2007,1,8,5,13800,8120,0,1,0,0,2,4,7.0,5,0,0,2,4800,4,3,2,0,100.0,0,1,debt_consolidation,individual,8000,36,15.04,277.48,C,C4,2018-03-01,current,whole,Cash,7461.67,825.76,538.33,287.43,0.0,Never Late,Medium Loan,Low Risk,58.84057971014492,Medium,Good Loan,0,Low Income,19,Short Term
manager,4,GA,rent,24000.0,verified,26.7,0.0,not_applicable,0.0,0,2011,0,14,9,30800,15802,0,0,0,0,0,3,6.0,9,0,0,6,27500,13,9,7,0,100.0,0,0,debt_consolidation,individual,15000,36,16.02,527.51,C,C5,2018-01-01,current,whole,Cash,13319.42,2610.85,1680.58,930.27,0.0,Never Late,Large Loan,Moderate Risk,51.30519480519481,Medium,Good Loan,0,Low Income,15,Short Term
3rd_shift_plant_manager,1,IL,mortgage,88000.0,source verified,8.77,144000.0,Source Verified,14.19,0,2005,4,18,6,243109,40300,0,0,0,0,1,4,4.0,6,0,0,1,8000,10,4,2,1,94.4,0,0,credit_card,joint,18000,36,7.97,563.81,A,A5,2018-01-01,current,fractional,Cash,15749.0,2811.08,2251.0,560.08,0.0,Never Late,Large Loan,Low Risk,16.576926399269464,Low,Good Loan,0,Middle Income,21,Short Term
facilities_coordinator,10,VA,rent,53000.0,verified,0.64,77000.0,Not Verified,5.41,0,2006,2,13,11,79800,941,0,0,0,0,0,3,7.0,11,0,0,1,78800,13,11,1,0,100.0,0,0,debt_consolidation,joint,3000,36,7.97,93.97,A,A5,2018-01-01,current,whole,Cash,2624.82,468.52,375.18,93.34,0.0,Never Late,Small Loan,Low Risk,1.1791979949874687,Low,Good Loan,0,Middle Income,20,Short Term
aviation_safety_inspector,2,NC,rent,76000.0,not verified,23.57,0.0,not_applicable,0.0,0,1993,2,19,7,109479,58102,0,0,0,0,2,3,4.0,7,0,0,5,61800,8,5,5,2,100.0,0,0,car,individual,10500,60,12.62,236.87,C,C1,2018-02-01,in grace period,whole,Cash,10116.66,695.89,383.34,312.55,0.0,Never Late,Medium Loan,Moderate Risk,53.07136528466646,Medium,Good Loan,0,Middle Income,33,Long Term
investigator,10,IN,mortgage,103500.0,verified,22.06,0.0,not_applicable,0.0,0,2003,14,31,19,295149,122524,0,0,0,0,3,11,5.0,19,0,0,7,20600,17,15,13,3,96.7,0,0,credit_card,individual,10700,36,23.87,419.07,E,E2,2018-03-01,current,fractional,Cash,10068.92,1243.02,631.08,611.94,0.0,Late (13-36 Months),Medium Loan,Moderate Risk,41.51259194508536,Medium,Good Loan,0,High Income,23,Short Term
not_provided,0,NY,mortgage,0.0,not verified,17.57,151000.0,Not Verified,6.07,0,2006,3,22,18,459857,40912,0,0,0,421,1,10,8.0,18,0,0,5,19900,18,15,7,2,90.9,0,0,debt_consolidation,joint,5000,36,15.04,173.43,C,C4,2018-03-01,current,whole,Cash,4663.53,511.93,336.47,175.46,0.0,Late (60+ Months),Medium Loan,Low Risk,8.896678750133194,Low,Good Loan,0,Low Income,20,Short Term
speech_language_assistant,10,NH,own,32000.0,source verified,35.0,0.0,not_applicable,0.0,0,1987,3,49,21,62010,32306,0,1,0,0,5,9,7.0,19,0,0,5,17900,36,16,8,1,100.0,0,1,home_improvement,individual,7000,36,9.44,224.04,B,B1,2018-02-01,current,whole,Cash,6316.09,892.49,683.91,208.58,0.0,Never Late,Medium Loan,High Risk,52.098048701822286,Medium,Good Loan,0,Low Income,39,Short Term
director,1,TX,rent,100000.0,not verified,15.92,0.0,not_applicable,0.0,0,2002,1,30,21,90368,45180,0,0,0,0,1,5,7.0,21,0,0,8,39200,24,20,12,0,100.0,0,0,credit_card,individual,25000,60,10.91,542.44,B,B4,2018-02-01,current,whole,DirectPay,23722.11,2154.61,1277.89,876.72,0.0,Never Late,Large Loan,Low Risk,49.99557365439094,Medium,Good Loan,0,High Income,24,Long Term
tech,6,AR,mortgage,49583.0,verified,16.44,0.0,not_applicable,0.0,0,2007,1,12,6,36350,23241,0,0,0,997,2,3,4.0,6,0,0,2,2000,6,4,3,0,100.0,0,0,home_improvement,individual,30000,60,24.84,877.73,E,E3,2018-03-01,current,whole,Cash,29213.75,2632.48,786.25,1846.23,0.0,Never Late,Very Large Loan,Low Risk,63.93672627235213,Medium,Good Loan,0,Low Income,19,Long Term
registered_nurse,9,NJ,own,100000.0,source verified,2.83,129000.0,Source Verified,2.69,0,2006,1,16,9,266893,8994,0,0,0,0,0,3,7.0,9,0,0,2,22000,11,8,3,2,100.0,0,0,car,joint,6000,36,7.35,186.23,A,A4,2018-01-01,current,whole,Cash,5243.39,928.7,756.61,172.09,0.0,Never Late,Medium Loan,Low Risk,3.369889806027134,Low,Good Loan,0,High Income,20,Short Term
not_provided,0,TX,own,0.0,not verified,17.57,107000.0,Not Verified,27.72,0,1995,5,19,9,15100,2575,0,0,0,0,0,6,1.0,9,0,0,3,11000,9,9,5,0,89.5,0,0,debt_consolidation,joint,30000,60,18.45,769.17,D,D2,2018-03-01,current,whole,Cash,29061.96,2246.01,938.04,1307.97,0.0,Late (37-60 Months),Very Large Loan,Low Risk,17.052980132450333,Low,Good Loan,0,Low Income,31,Long Term
vp_of_operations,1,UT,mortgage,120000.0,source verified,13.23,0.0,not_applicable,0.0,0,2009,1,9,5,483410,53066,0,0,0,0,2,5,7.0,5,0,0,2,9500,3,2,2,2,100.0,0,0,home_improvement,individual,8000,36,10.41,259.69,B,B3,2018-03-01,current,whole,Cash,7424.16,769.82,575.84,193.98,0.0,Late (13-36 Months),Medium Loan,Low Risk,10.977431166090897,Low,Good Loan,0,High Income,17,Short Term
travel_agent,10,NY,own,49000.0,verified,7.94,0.0,not_applicable,0.0,0,2010,0,6,5,10100,9353,0,0,0,0,0,0,6.0,5,0,0,5,10100,5,5,5,0,100.0,0,0,home_improvement,individual,22000,60,18.45,564.06,D,D2,2018-03-01,current,whole,Cash,21312.1,1669.63,687.9,981.73,0.0,Never Late,Large Loan,Low Risk,92.60396039603961,High,Good Loan,0,Low Income,16,Long Term
teacher,10,NV,mortgage,70000.0,not verified,11.18,0.0,not_applicable,0.0,1,1995,3,30,10,196499,29963,0,0,0,0,2,3,7.0,10,0,0,0,0,15,7,0,5,96.6,0,0,home_improvement,individual,20000,60,9.92,424.16,B,B2,2018-03-01,fully paid,whole,Cash,0.0,20006.3422222223,20000.0,6.34,0.0,Never Late,Large Loan,Low Risk,15.24842365610003,Low,Good Loan,0,Middle Income,31,Long Term
accountant,1,CO,rent,70000.0,source verified,10.94,0.0,not_applicable,0.0,0,2004,2,47,16,71138,18689,0,0,0,0,3,8,3.0,16,0,0,4,36200,36,13,5,0,95.7,0,0,debt_consolidation,individual,15600,36,10.42,506.45,B,B3,2018-01-01,current,whole,Cash,13712.55,2514.19,1887.45,626.74,0.0,Never Late,Large Loan,Low Risk,26.27147234951784,Low,Good Loan,0,Middle Income,22,Short Term
